universe_index,family,taxon,iucn_problem_state,fresh_iucn_threat_reference_present,resolution,checked_at,powo_state,powo_matched_canonical,powo_scientific_name,powo_authorship,powo_taxonomic_status,powo_accepted_name,powo_accepted_id,powo_taxon_id,powo_source_sha256,powo_error,wfo_state,wfo_matched_canonical,wfo_scientific_name,wfo_authorship,wfo_taxonomic_status,wfo_accepted_name,wfo_accepted_id,wfo_taxon_id,wfo_source_sha256,wfo_error,anthos_state,anthos_matched_canonical,anthos_scientific_name,anthos_authorship,anthos_taxonomic_status,anthos_accepted_name,anthos_accepted_id,anthos_taxon_id,anthos_source_sha256,anthos_error
2296,ASTERACEAE,Scorzonera humilis,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546333+00:00,EXACT_CANONICAL_FOUND,Scorzonera humilis,Scorzonera humilis,L.,Accepted,,3075397,3075397,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Scorzonera humilis,Scorzonera humilis,Jacq.,Unchecked,,,wfo-0000027831,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Scorzonera humilis,Scorzonera humilis L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:34275,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2298,ASTERACEAE,Scorzoneriodes pyrenaica,NO_API_TAXON,False,NO_RESPONSE_ALL_THREE,2026-08-19T17:29:43.546343+00:00,EXACT_CANONICAL_NOT_FOUND,,,,,,,,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2300,ASTERACEAE,Scorzoneroides carpetana,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546353+00:00,EXACT_CANONICAL_FOUND,Scorzoneroides carpetana,Scorzoneroides carpetana,(Lange) Greuter,Accepted,,3074830,3074830,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Scorzoneroides carpetana,Scorzoneroides carpetana,(Lange) Greuter,Accepted,,,wfo-0000058332,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Scorzoneroides carpetana,Scorzoneroides carpetana (Lange) Greuter,(Lange) Greuter,,,,FUND. BIODIVERSIDAD:ANTHOS:48972,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2301,SCROPHULARIACEAE,Scrophularia alpestris,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546364+00:00,EXACT_CANONICAL_FOUND,Scrophularia alpestris,Scrophularia alpestris,J.Gay ex Benth.,Accepted,,2586023,2586023,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Scrophularia alpestris,Scrophularia alpestris,J.Gay ex Benth.,Accepted,,,wfo-0000495454,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Scrophularia alpestris,Scrophularia alpestris J. Gay ex Benth. in DC.,J. Gay ex Benth. in DC.,,,,FUND. BIODIVERSIDAD:ANTHOS:30977,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2304,SCROPHULARIACEAE,Scrophularia crithmifolia,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546374+00:00,EXACT_CANONICAL_FOUND,Scrophularia crithmifolia,Scrophularia crithmifolia,Boiss.,Synonym,,2585613,2585627,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Scrophularia crithmifolia,Scrophularia crithmifolia,Boiss.,Synonym,,wfo-0000495229,wfo-0000495236,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Scrophularia crithmifolia,Scrophularia crithmifolia Boiss.,Boiss.,,,,FUND. BIODIVERSIDAD:ANTHOS:31016,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2305,SCROPHULARIACEAE,Scrophularia lyrata,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546385+00:00,EXACT_CANONICAL_FOUND,Scrophularia lyrata,Scrophularia lyrata,Willd.,Synonym,,2931674,2587271,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Scrophularia lyrata,Scrophularia lyrata,Willd.,Synonym,,wfo-0001427384,wfo-0000496230,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Scrophularia lyrata,Scrophularia lyrata Willd.,Willd.,,,,FUND. BIODIVERSIDAD:ANTHOS:55649,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2309,CRASSULACEAE,Sedum amplexicaule,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546394+00:00,EXACT_CANONICAL_FOUND,Sedum amplexicaule,Sedum amplexicaule,DC.,Synonym,,2411220,2484730,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Sedum amplexicaule,Sedum amplexicaule,DC.,Synonym,,wfo-0000396535,wfo-0000438080,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Sedum amplexicaule,Sedum amplexicaule DC.,DC.,,,,FUND. BIODIVERSIDAD:ANTHOS:23512,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2310,CRASSULACEAE,Sedum anglicum,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546406+00:00,EXACT_CANONICAL_FOUND,Sedum anglicum,Sedum anglicum,Huds.,Accepted,,2484755,2484755,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Sedum anglicum,Sedum anglicum,Huds.,Accepted,,,wfo-0000438101,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Sedum anglicum,Sedum anglicum Huds.,Huds.,,,,FUND. BIODIVERSIDAD:ANTHOS:23549,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2311,CRASSULACEAE,Sedum brevifolium,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546416+00:00,EXACT_CANONICAL_FOUND,Sedum brevifolium,Sedum brevifolium,DC.,Accepted,,2483224,2483224,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Sedum brevifolium,Sedum brevifolium,DC.,Accepted,,,wfo-0000437165,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Sedum brevifolium,Sedum brevifolium DC.,DC.,,,,FUND. BIODIVERSIDAD:ANTHOS:39880,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2312,CRASSULACEAE,Sedum caespitosum,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546426+00:00,EXACT_CANONICAL_NOT_FOUND,,,,,,,,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Sedum caespitosum,Sedum caespitosum (Cav.) DC.,(Cav.) DC.,,,,FUND. BIODIVERSIDAD:ANTHOS:1124489,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2315,CRASSULACEAE,Sedum forsterianum,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546435+00:00,EXACT_CANONICAL_FOUND,Sedum forsterianum,Sedum forsterianum,Sm.,Synonym,,2411216,2483700,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Sedum forsterianum,Sedum forsterianum,Sm.,Synonym,,wfo-0000396530,wfo-0000437429,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Sedum forsterianum,Sedum forsterianum Sm. in Sm.,Sm. in Sm.,,,,FUND. BIODIVERSIDAD:ANTHOS:23504,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2316,CRASSULACEAE,Sedum gypsicola,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546445+00:00,EXACT_CANONICAL_FOUND,Sedum gypsicola,Sedum gypsicola,Boiss. & Reut.,Accepted,,2483649,2483649,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Sedum gypsicola,Sedum gypsicola,Boiss. & Reut.,Accepted,,,wfo-0000437399,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Sedum gypsicola,Sedum gypsicola Boiss. & Reut.,Boiss. & Reut.,,,,FUND. BIODIVERSIDAD:ANTHOS:55203,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2317,CRASSULACEAE,Sedum hirsutum,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546453+00:00,EXACT_CANONICAL_FOUND,Sedum hirsutum,Sedum hirsutum,All.,Accepted,,2483780,2483780,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Sedum hirsutum,Sedum hirsutum,All.,Accepted,,,wfo-0000437474,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Sedum hirsutum,Sedum hirsutum All.,All.,,,,FUND. BIODIVERSIDAD:ANTHOS:1125049,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2318,CRASSULACEAE,Sedum nevadense,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546463+00:00,EXACT_CANONICAL_FOUND,Sedum nevadense,Sedum nevadense,Coss.,Accepted,,2483575,2483575,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Sedum nevadense,Sedum nevadense,Coss.,Accepted,,,wfo-0000437362,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Sedum nevadense,Sedum nevadense Coss.,Coss.,,,,FUND. BIODIVERSIDAD:ANTHOS:23604,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2319,CRASSULACEAE,Sedum pedicellatum,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546472+00:00,EXACT_CANONICAL_FOUND,Sedum pedicellatum,Sedum pedicellatum,Boiss. & Reut.,Accepted,,2489393,2489393,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Sedum pedicellatum,Sedum pedicellatum,Boiss. & Reut.,Accepted,,,wfo-0000441328,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Sedum pedicellatum,Sedum pedicellatum Boiss. & Reut.,Boiss. & Reut.,,,,FUND. BIODIVERSIDAD:ANTHOS:48388,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2320,CRASSULACEAE,Sedum rupestre,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546482+00:00,EXACT_CANONICAL_FOUND,Sedum rupestre,Sedum rupestre,L.,Synonym,,2411224,2489552,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Sedum rupestre,Sedum rupestre,Oeder,Synonym,,wfo-0000438109,wfo-0000441436,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Sedum rupestre,Sedum rupestre L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:39890,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2321,CRASSULACEAE,Sedum sediforme,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546491+00:00,EXACT_CANONICAL_FOUND,Sedum sediforme,Sedum sediforme,(Jacq.) Pau,Synonym,,2411204,2489469,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Sedum sediforme,Sedum sediforme,(Jacq.) Pau,Synonym,,wfo-0000396518,wfo-0000441375,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Sedum sediforme,Sedum sediforme (Jacq.) Pau,(Jacq.) Pau,,,,FUND. BIODIVERSIDAD:ANTHOS:23486,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2322,CRASSULACEAE,Sedum villosum subsp. villosum,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546501+00:00,EXACT_CANONICAL_NOT_FOUND,,,,,,,,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Sedum villosum subsp. villosum,Sedum villosum subsp. villosum,,Unchecked,,,wfo-1200108006,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Sedum villosum subsp. villosum,Sedum villosum subsp. villosum L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:1472953,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2323,CRASSULACEAE,Sempervivum vicentei,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546510+00:00,EXACT_CANONICAL_FOUND,Sempervivum vicentei,Sempervivum vicentei,Pau,Accepted,,2592108,2592108,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Sempervivum vicentei,Sempervivum vicentei,Pau,Accepted,,,wfo-0000499021,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Sempervivum vicentei,Sempervivum vicentei Pau,Pau,,,,FUND. BIODIVERSIDAD:ANTHOS:66866,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2324,ASTERACEAE,Senecio adonidifolius,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546520+00:00,EXACT_CANONICAL_FOUND,Senecio adonidifolius,Senecio adonidifolius,Loisel.,Synonym,,3082319,3082315,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Senecio adonidifolius,Senecio adonidifolius,Loisel.,Synonym,,wfo-0000045240,wfo-0000085724,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Senecio adonidifolius,Senecio adonidifolius Loisel.,Loisel.,,,,FUND. BIODIVERSIDAD:ANTHOS:33520,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2325,ASTERACEAE,Senecio carpetanus,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546530+00:00,EXACT_CANONICAL_FOUND,Senecio carpetanus,Senecio carpetanus,Boiss. & Reut.,Accepted,,3080388,3080388,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Senecio carpetanus,Senecio carpetanus,Boiss. & Reut.,Accepted,,,wfo-0000035705,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Senecio carpetanus,Senecio carpetanus Boiss. & Reut.,Boiss. & Reut.,,,,FUND. BIODIVERSIDAD:ANTHOS:33516,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2326,ASTERACEAE,Senecio doria subsp. laderoi,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546542+00:00,EXACT_CANONICAL_FOUND,Senecio doria subsp. laderoi,Senecio doria subsp. laderoi,"(Pérez Morales, M.E.García & Penas) Blanca",Synonym,,3080743,3080768,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Senecio doria subsp. laderoi,Senecio doria subsp. laderoi,"(Pérez Morales, M.E.García & Penas) Blanca",Synonym,,wfo-0000115843,wfo-0000092560,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2327,ASTERACEAE,Senecio gallicus,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546552+00:00,EXACT_CANONICAL_FOUND,Senecio gallicus,Senecio gallicus,Vill. ex Chaix,Accepted,,3080987,3080987,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Senecio gallicus,Senecio gallicus,Vill.,Accepted,,,wfo-0000061294,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Senecio gallicus,Senecio gallicus Vill.,Vill.,,,,FUND. BIODIVERSIDAD:ANTHOS:33533,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2329,ASTERACEAE,Senecio laderoi subsp. laderoi,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546561+00:00,EXACT_CANONICAL_NOT_FOUND,,,,,,,,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Senecio laderoi subsp. laderoi,Senecio laderoi subsp. laderoi,,Synonym,,wfo-0000069703,wfo-0000049275,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2332,ASTERACEAE,Senecio minutus,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546571+00:00,EXACT_CANONICAL_FOUND,Senecio minutus,Senecio minutus,(Cav.) DC.,Synonym,,3082674,3082671,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Senecio minutus,Senecio minutus,DC.,Synonym,,wfo-0000087830,wfo-0000121827,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Senecio minutus,Senecio minutus (Cav.) DC.,(Cav.) DC.,,,,FUND. BIODIVERSIDAD:ANTHOS:33531,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2339,ORCHIDACEAE,Serapias lingua x parviflora,NO_EXACT_MATCH,False,NO_RESPONSE_ALL_THREE,2026-08-19T17:29:43.546580+00:00,EXACT_CANONICAL_NOT_FOUND,,,,,,,,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2341,ASTERACEAE,Serratula leucantha,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546681+00:00,EXACT_CANONICAL_FOUND,Serratula leucantha,Serratula leucantha,DC.,Synonym,,3047223,3047221,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Serratula leucantha,Serratula leucantha,DC.,Synonym,,wfo-0000114579,wfo-0000116420,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2342,ASTERACEAE,Serratula nudicaulis,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546690+00:00,EXACT_CANONICAL_FOUND,Serratula nudicaulis,Serratula nudicaulis,(L.) DC.,Synonym,,3047322,3047320,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Serratula nudicaulis,Serratula nudicaulis,(L.) DC.,Synonym,,wfo-0000091137,wfo-0000133205,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2343,ASTERACEAE,Serratula pinnatifida,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546700+00:00,EXACT_CANONICAL_FOUND,Serratula pinnatifida,Serratula pinnatifida,Poir.,Synonym,,3047327,3047326,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Serratula pinnatifida,Serratula pinnatifida,Desf.,Unchecked,,,wfo-0000045743,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2344,ASTERACEAE,Serratula tinctoria,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546709+00:00,EXACT_CANONICAL_FOUND,Serratula tinctoria,Serratula tinctoria,L.,Accepted,,3047110,3047110,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Serratula tinctoria,Serratula tinctoria,Siebold ex Miq.,Unchecked,,,wfo-0000015229,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Serratula tinctoria,Serratula tinctoria L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:33934,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2345,RESEDACEAE,Sesamoides purpurascens,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546720+00:00,EXACT_CANONICAL_FOUND,Sesamoides purpurascens,Sesamoides purpurascens,(L.) G.López,Accepted,,2600075,2600075,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Sesamoides purpurascens,Sesamoides purpurascens,(L.) G.López,Accepted,,,wfo-0000504156,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Sesamoides purpurascens,Sesamoides purpurascens (L.) G. López,(L.) G. López,,,,FUND. BIODIVERSIDAD:ANTHOS:56517,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2346,APIACEAE,Seseli cantabricum,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546730+00:00,EXACT_CANONICAL_FOUND,Seseli cantabricum,Seseli cantabricum,Lange,Accepted,,2479551,2479551,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Seseli cantabricum,Seseli cantabricum,Lange,Accepted,,,wfo-0000434729,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Seseli cantabricum,Seseli cantabricum Lange,Lange,,,,FUND. BIODIVERSIDAD:ANTHOS:28048,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2348,APIACEAE,Seseli libanotis subsp. libanotis,NO_EXACT_MATCH,False,NO_RESPONSE_ALL_THREE,2026-08-19T17:29:43.546740+00:00,EXACT_CANONICAL_NOT_FOUND,,,,,,,,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2351,POACEAE,Sesleria albicans,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.546751+00:00,EXACT_CANONICAL_FOUND,Sesleria albicans,Sesleria albicans,Kit. ex Schult.,Accepted,,441954,441954,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Sesleria albicans,Sesleria albicans,Kit. ex Schult.,Accepted,,,wfo-0000898744,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Sesleria albicans,Sesleria albicans Kit. ex Schult,Kit. ex Schult,,,,FUND. BIODIVERSIDAD:ANTHOS:36494,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
2352,POACEAE,Sesleria argentea subsp. hispanica,NO_EXACT_MATCH,False,NO_RESPONSE_ALL_THREE,2026-08-19T17:29:43.546762+00:00,EXACT_CANONICAL_NOT_FOUND,,,,,,,,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
