universe_index,family,taxon,issue,detail
1652,BORAGINACEAE,Myosotis ramosissima subsp. ramosissima,NO_EXACT_TAXON_MATCH,
1658,APIACEAE,Myrrhoides nodosa,NO_API_TAXON,
1662,AMARYLLIDACEAE,Narcissus bulbocodium subsp. bulbocodium,NO_EXACT_TAXON_MATCH,
1666,AMARYLLIDACEAE,Narcissus pseudonarcissus subsp. portensis,NO_EXACT_TAXON_MATCH,
1669,AMARYLLIDACEAE,Narcissus triandrus subsp. pallidulus,NO_EXACT_TAXON_MATCH,
1670,AMARYLLIDACEAE,Narcissus triandrus subsp. triandrus,NO_EXACT_TAXON_MATCH,
1673,POACEAE,Neoschischkinia nebulosa,NO_API_TAXON,
1674,POACEAE,Neoschischkinia truncatula subsp. duriaei,NO_API_TAXON,
1678,LAMIACEAE,Nepeta beltranii,NO_API_TAXON,
1680,LAMIACEAE,Nepeta hispanica,NO_API_TAXON,
1681,LAMIACEAE,Nepeta nepetella,NO_API_TAXON,
1682,LAMIACEAE,Nepeta nepetella subsp. aragonensis,NO_API_TAXON,
1683,LAMIACEAE,Nepeta nepetella subsp. cordifolia,NO_API_TAXON,
1684,LAMIACEAE,Nepeta tuberosa,NO_API_TAXON,
1685,BRASSICACEAE,Neslia paniculata subsp. thracica,NO_EXACT_TAXON_MATCH,
1687,RANUNCULACEAE,Nigella gallica,NO_API_TAXON,
1688,BRASSICACEAE,Noccaea stenoptera,NO_API_TAXON,
1690,BORAGINACEAE,Nonea micrantha,NO_API_TAXON,
1691,OROBANCHACEAE,Odontites eliassennenii,NO_API_TAXON,
1692,OROBANCHACEAE,Odontites kaliformis,NO_API_TAXON,
1693,OROBANCHACEAE,Odontites longiflora,NO_API_TAXON,
1695,OROBANCHACEAE,Odontites recordonii,NO_API_TAXON,
1696,OROBANCHACEAE,Odontites verna,NO_API_TAXON,
1697,OROBANCHACEAE,Odontites verna subsp. serotina,NO_API_TAXON,
1698,OROBANCHACEAE,Odontites verna subsp. verna,NO_API_TAXON,
1699,OROBANCHACEAE,Odontites vernus,NO_API_TAXON,
1700,OROBANCHACEAE,Odontites viscosa,NO_API_TAXON,
1708,ONAGRACEAE,Oenothera glazioviana,NO_API_TAXON,
1712,FABACEAE,Onobrychis argentea subsp. hispanica,NO_API_TAXON,
1713,FABACEAE,Onobrychis saxatilis,NO_API_TAXON,
1714,FABACEAE,Onobrychis supina,NO_API_TAXON,
1716,FABACEAE,Ononis aragonensis,NO_API_TAXON,
1717,FABACEAE,Ononis fruticosa,NO_API_TAXON,
1718,FABACEAE,Ononis minutissima,NO_API_TAXON,
1721,FABACEAE,Ononis natrix subsp. natrix,NO_EXACT_TAXON_MATCH,
1723,FABACEAE,Ononis reclinata subsp. mollis,NO_EXACT_TAXON_MATCH,
1726,FABACEAE,Ononis spinosa subsp. australis,NO_EXACT_TAXON_MATCH,
1727,FABACEAE,Ononis spinosa subsp. maritima,NO_EXACT_TAXON_MATCH,
1728,FABACEAE,Ononis spinosa subsp. spinosa,SYNONYM_PRIMARY,
1729,FABACEAE,Ononis striata,NO_API_TAXON,
1730,FABACEAE,Ononis tridentata,NO_API_TAXON,
1731,FABACEAE,Ononis viscosa subsp. breviflora,NO_EXACT_TAXON_MATCH,
1732,ASTERACEAE,Onopordon acanthium,NO_API_TAXON,
1733,ASTERACEAE,Onopordon corymbosum,NO_API_TAXON,
1734,ASTERACEAE,Onopordon nervosum,NO_API_TAXON,
1736,ASTERACEAE,Onopordum acaulon,NO_API_TAXON,
1737,ASTERACEAE,Onopordum corymbosum,NO_API_TAXON,
1738,ASTERACEAE,Onopordum nervosum,NO_API_TAXON,
1741,ORCHIDACEAE,Ophrys arnoldii,NO_API_TAXON,
1743,ORCHIDACEAE,Ophrys bilunulata,NO_API_TAXON,
1744,ORCHIDACEAE,Ophrys castellana,NO_API_TAXON,
1745,ORCHIDACEAE,Ophrys dyris,NO_API_TAXON,
1746,ORCHIDACEAE,Ophrys ficalhoana,NO_API_TAXON,
1748,ORCHIDACEAE,Ophrys incubacea,NO_API_TAXON,
1750,ORCHIDACEAE,Ophrys lupercalis,NO_API_TAXON,
1752,ORCHIDACEAE,Ophrys passionis,NO_API_TAXON,
1753,ORCHIDACEAE,Ophrys picta,NO_API_TAXON,
1754,ORCHIDACEAE,Ophrys riojana,NO_API_TAXON,
1755,ORCHIDACEAE,Ophrys santonica,NO_API_TAXON,
1757,ORCHIDACEAE,Ophrys scolopax subsp. scolopax,NO_EXACT_TAXON_MATCH,
1761,ORCHIDACEAE,Ophrys vasconica,NO_API_TAXON,
1762,ORCHIDACEAE,Ophrys x manfredoniae,UNPARSABLE_NAME,
1764,ORCHIDACEAE,Orchis champagneuxii,NO_API_TAXON,
1765,ORCHIDACEAE,Orchis fragrans,NO_API_TAXON,
1770,ORCHIDACEAE,Orchis morio,NO_API_TAXON,
1771,ORCHIDACEAE,Orchis picta,NO_API_TAXON,
1774,ORCHIDACEAE,Orchis ustulata,NO_API_TAXON,
1775,POACEAE,Oreochloa confusa,NO_API_TAXON,
1782,FABACEAE,Ornithopus perpusillus,NO_API_TAXON,
1784,OROBANCHACEAE,Orobanche amethystea,NO_API_TAXON,
1788,OROBANCHACEAE,Orobanche laevis,NO_API_TAXON,
1789,OROBANCHACEAE,Orobanche latisquama,NO_API_TAXON,
1790,OROBANCHACEAE,Orobanche leptantha,NO_API_TAXON,
1793,OROBANCHACEAE,Orobanche rapum-genistae,NO_API_TAXON,
1794,OROBANCHACEAE,Orobanche santolinae,NO_API_TAXON,
1798,OXALIDACEAE,Oxalis articulata,NO_API_TAXON,
1801,PAEONIACEAE,Paeonia officinalis subsp. microcarpa,NO_EXACT_TAXON_MATCH,
1803,ASTERACEAE,Pallenis spinosa subsp. spinosa,NO_EXACT_TAXON_MATCH,
1805,PAPAVERACEAE,Papaver argemone,NO_API_TAXON,
1807,PAPAVERACEAE,Papaver hybridum,NO_API_TAXON,
1809,PAPAVERACEAE,Papaver somniferum subsp. setigerum,NO_EXACT_TAXON_MATCH,
1811,POACEAE,Parapholis strigosa,NO_API_TAXON,
1819,CARYOPHYLLACEAE,Paronychia capitata var. capitata,NO_EXACT_TAXON_MATCH,
1820,CARYOPHYLLACEAE,Paronychia kapela,NO_API_TAXON,
1821,CARYOPHYLLACEAE,Paronychia kapela subsp. kapela,NO_API_TAXON,
1824,POACEAE,Paspalum paspalodes,NO_API_TAXON,
1825,APIACEAE,Pastinaca sativa subsp. sylvestris,NO_EXACT_TAXON_MATCH,
1826,OROBANCHACEAE,Pedicularis schizocalyx,NO_API_TAXON,
1827,OROBANCHACEAE,Pedicularis sylvatica,NO_API_TAXON,
1830,POLYGONACEAE,Persicaria bistorta,NO_API_TAXON,
1833,POLYGONACEAE,Persicaria minus,NO_API_TAXON,
1834,CARYOPHYLLACEAE,Petrorhagia nanteuilii,NO_API_TAXON,
1836,APIACEAE,Petroselinum crispum,NO_API_TAXON,
1837,APIACEAE,Petroselinum segetum,NO_API_TAXON,
1838,APIACEAE,Peucedanum carvifolia,NO_API_TAXON,
1840,APIACEAE,Peucedanum ostruthium,NO_API_TAXON,
1843,ASTERACEAE,Phagnalon saxatilis,NO_API_TAXON,
1844,ASTERACEAE,Phagnalon sordidum,NO_API_TAXON,
1845,ASTERACEAE,Phalacrocarpum oppositifolium,NO_API_TAXON,
1849,OROBANCHACEAE,Phelipanche arenaria,NO_API_TAXON,
1850,OROBANCHACEAE,Phelipanche cernua,NO_API_TAXON,
1851,OROBANCHACEAE,Phelipanche lavandulaceoides,NO_API_TAXON,
1852,OROBANCHACEAE,Phelipanche purpurea subsp. bohemica,NO_API_TAXON,
1853,OROBANCHACEAE,Phelipanche rosmarina,NO_API_TAXON,
1857,POACEAE,Phleum alpinum subsp. alpinum,NO_EXACT_TAXON_MATCH,
1860,POACEAE,Phleum pratense subsp. bertolonii,NO_EXACT_TAXON_MATCH,
1862,LAMIACEAE,Phlomis lychnitis,NO_API_TAXON,
1865,CAMPANULACEAE,Phyteuma hemisphaericum,NO_API_TAXON,
1868,CAMPANULACEAE,Phyteuma spicatum,NO_API_TAXON,
1869,PINACEAE,Picea abies subsp. abies,NO_EXACT_TAXON_MATCH,
1871,ASTERACEAE,Picris echioides,NO_API_TAXON,
1873,ASTERACEAE,Picris hispanica,NO_API_TAXON,
1874,ASTERACEAE,Pilosella capillata,NO_API_TAXON,
1875,ASTERACEAE,Pilosella castellana,NO_API_TAXON,
1876,ASTERACEAE,Pilosella galiciana,NO_API_TAXON,
1878,ASTERACEAE,Pilosella pintodasilvae,NO_API_TAXON,
1879,ASTERACEAE,Pilosella pseudopilosella,NO_API_TAXON,
1880,ASTERACEAE,Pilosella saussureoides,NO_API_TAXON,
1881,ASTERACEAE,Pilosella sp.,UNPARSABLE_NAME,
1882,ASTERACEAE,Pilosella subtardans,NO_API_TAXON,
1883,ASTERACEAE,Pilosella tricholepia,NO_API_TAXON,
1884,ASTERACEAE,Pilosella vahlii,NO_API_TAXON,
1885,APIACEAE,Pimpinella espanensis,NO_API_TAXON,
1886,APIACEAE,Pimpinella gracilis,NO_API_TAXON,
1887,APIACEAE,Pimpinella major,NO_API_TAXON,
1889,APIACEAE,Pimpinella villosa,NO_API_TAXON,
1899,POACEAE,Piptatherum miliaceum,NO_API_TAXON,
1900,POACEAE,Piptatherum paradoxum,NO_API_TAXON,
1903,CRASSULACEAE,Pistorinia hispanica,NO_API_TAXON,
1904,FABACEAE,Pisum sativum subsp. elatius,NO_EXACT_TAXON_MATCH,
1907,PLANTAGINACEAE,Plantago alpina,NO_API_TAXON,
1908,PLANTAGINACEAE,Plantago atrata subsp. discolor,NO_EXACT_TAXON_MATCH,
1911,PLANTAGINACEAE,Plantago holosteum,NO_API_TAXON,
1914,PLANTAGINACEAE,Plantago loeflingii,NO_API_TAXON,
1916,PLANTAGINACEAE,Plantago maritima subsp. serpentina,NO_EXACT_TAXON_MATCH,
1918,PLANTAGINACEAE,Plantago monosperma subsp. discolor,NO_API_TAXON,
1919,PLANTAGINACEAE,Plantago sempervirens,NO_API_TAXON,
1924,ORCHIDACEAE,Platanthera clorantha,NO_API_TAXON,
1925,PLATANACEAE,Platanus hispanica,NO_API_TAXON,
1926,PAPAVERACEAE,Platycapnos spicata,NO_API_TAXON,
1932,POACEAE,Poa bulbosa var. vivipara,NO_EXACT_TAXON_MATCH,
1934,POACEAE,Poa chaixii,NO_API_TAXON,
1936,POACEAE,Poa feratiana,NO_API_TAXON,
1939,POACEAE,Poa nemoralis,NO_API_TAXON,
1940,POACEAE,Poa pratensis subsp. angustifolia,NO_EXACT_TAXON_MATCH,
1941,POACEAE,Poa trivialis subsp. sylvicola,NO_EXACT_TAXON_MATCH,
1942,POACEAE,Poa trivialis subsp. trivialis,NO_EXACT_TAXON_MATCH,
1943,ASTERACEAE,Podospermum laciniatum,NO_API_TAXON,
1947,POLYGALACEAE,Polygala alpina,NO_API_TAXON,
1949,POLYGALACEAE,Polygala exilis,NO_API_TAXON,
1952,POLYGALACEAE,Polygala rupestris,NO_API_TAXON,
1953,POLYGALACEAE,Polygala serpyllifolia,NO_API_TAXON,
1957,POLYGONACEAE,Polygonum amphibium,NO_API_TAXON,
1962,POLYGONACEAE,Polygonum lapathifolium,NO_API_TAXON,
1963,POLYGONACEAE,Polygonum mite,NO_API_TAXON,
1964,POLYGONACEAE,Polygonum persicaria,NO_API_TAXON,
1965,POLYGONACEAE,Polygonum rurivagum,NO_API_TAXON,
1969,POLYPODIACEAE,Polypodium x mantoniae,UNPARSABLE_NAME,
1970,POLYPODIACEAE,Polypodium x shivasiae,UNPARSABLE_NAME,
1977,DRYOPTERIDACEAE,Polystichum x bicknellii,UNPARSABLE_NAME,
1978,DRYOPTERIDACEAE,Polystichum x illyricum,UNPARSABLE_NAME,
1981,SALICACEAE,Populus nigra var. italica,NO_EXACT_TAXON_MATCH,
1983,SALICACEAE,Populus x canadensis,UNPARSABLE_NAME,
1985,PORTULACACEAE,Portulaca oleracea subsp. granulatostellulata,NO_EXACT_TAXON_MATCH,
1991,POTAMOGETONACEAE,Potamogeton pectinatus,NO_API_TAXON,
1994,ROSACEAE,Potentilla anserina,NO_API_TAXON,
1996,ROSACEAE,Potentilla cinerea,NO_API_TAXON,
1997,ROSACEAE,Potentilla crantzii,NO_API_TAXON,
1999,ROSACEAE,Potentilla hirta,NO_API_TAXON,
2000,ROSACEAE,Potentilla hispanica,NO_API_TAXON,
2002,ROSACEAE,Potentilla montana,NO_API_TAXON,
2003,ROSACEAE,Potentilla neumanniana,NO_API_TAXON,
2004,ROSACEAE,Potentilla palustris,NO_API_TAXON,
2005,ROSACEAE,Potentilla pensylvanica,NO_API_TAXON,
2006,ROSACEAE,Potentilla pyrenaica,NO_API_TAXON,
2009,ROSACEAE,Potentilla rupestris,NO_API_TAXON,
2010,ROSACEAE,Potentilla sterilis,NO_API_TAXON,
2011,ROSACEAE,Potentilla tabernaemontani,NO_API_TAXON,
2012,ROSACEAE,Potentilla velutina,NO_API_TAXON,
2013,PRIMULACEAE,Primula acaulis,NO_API_TAXON,
2014,PRIMULACEAE,Primula acaulis subsp. acaulis,NO_API_TAXON,
2016,PRIMULACEAE,Primula elatior subsp. elatior,NO_EXACT_TAXON_MATCH,
2018,PRIMULACEAE,Primula veris subsp. columnae,NO_EXACT_TAXON_MATCH,
2019,PRIMULACEAE,Primula veris subsp. suaveolens,NO_EXACT_TAXON_MATCH,
2020,PRIMULACEAE,Primula veris subsp. veris,NO_EXACT_TAXON_MATCH,
2028,ROSACEAE,Prunus padus subsp. padus,NO_EXACT_TAXON_MATCH,
2033,FABACEAE,Pterospartum tridentatum subsp. cantabricum,NO_API_TAXON,
2034,FABACEAE,Pterospartum tridentatum subsp. lasianthum,NO_API_TAXON,
2035,APIACEAE,Ptychotis saxifraga,NO_API_TAXON,
2039,POACEAE,Puccinellia rupestris,NO_API_TAXON,
2041,ASTERACEAE,Pulicaria dysenterica subsp. hispanica,NO_EXACT_TAXON_MATCH,
2043,BORAGINACEAE,Pulmonaria longifolia,NO_API_TAXON,
2044,RANUNCULACEAE,Pulsatilla rubra,NO_API_TAXON,
2045,CYPERACEAE,Pycreus flavescens,NO_API_TAXON,
2048,FAGACEAE,Quercus cerrioides,NO_API_TAXON,
2051,FAGACEAE,Quercus faginea subsp. faginea,NO_EXACT_TAXON_MATCH,
2052,FAGACEAE,Quercus humilis,NO_API_TAXON,
2056,FAGACEAE,Quercus petraea subsp. petraea,NO_EXACT_TAXON_MATCH,
2061,RANUNCULACEAE,Ranunculus aconitifoius,NO_API_TAXON,
2062,RANUNCULACEAE,Ranunculus aconitifolius,NO_API_TAXON,
2063,RANUNCULACEAE,Ranunculus acris subsp. despectus,NO_EXACT_TAXON_MATCH,
2064,RANUNCULACEAE,Ranunculus amplexicaulis,NO_API_TAXON,
2068,RANUNCULACEAE,Ranunculus bulbosus,NO_API_TAXON,
2069,RANUNCULACEAE,Ranunculus bulbosus var. aleae,NO_API_TAXON,
2070,RANUNCULACEAE,Ranunculus carinthiacus,NO_API_TAXON,
2072,RANUNCULACEAE,Ranunculus ficaria,NO_API_TAXON,
2073,RANUNCULACEAE,Ranunculus ficaria subsp. ficaria,NO_API_TAXON,
2075,RANUNCULACEAE,Ranunculus gramineus,NO_API_TAXON,
2076,RANUNCULACEAE,Ranunculus gregarius,NO_API_TAXON,
2078,RANUNCULACEAE,Ranunculus nigrescens,NO_API_TAXON,
2079,RANUNCULACEAE,Ranunculus nodiflorus,NO_API_TAXON,
2080,RANUNCULACEAE,Ranunculus ollissiponensis,NO_API_TAXON,
2081,RANUNCULACEAE,Ranunculus ollissiponensis subsp. alpinus,NO_API_TAXON,
2084,RANUNCULACEAE,Ranunculus parviflorus,NO_API_TAXON,
2086,RANUNCULACEAE,Ranunculus peltatus subsp. baudotii,NO_EXACT_TAXON_MATCH,
2087,RANUNCULACEAE,Ranunculus peltatus subsp. saniculifolius,NO_EXACT_TAXON_MATCH,
2088,RANUNCULACEAE,Ranunculus peltatus var. peltatus,NO_EXACT_TAXON_MATCH,
2095,RANUNCULACEAE,Ranunculus trilobus,NO_API_TAXON,
2097,RANUNCULACEAE,Ranunculus tuberosus,NO_API_TAXON,
2098,RANUNCULACEAE,Ranunculus valdesii,NO_API_TAXON,
2102,RESEDACEAE,Reseda barrelieri,NO_API_TAXON,
2104,RESEDACEAE,Reseda lutea subsp. lutea,NO_EXACT_TAXON_MATCH,
2107,RESEDACEAE,Reseda stricta,NO_API_TAXON,
2108,RESEDACEAE,Reseda stricta subsp. stricta,NO_API_TAXON,
2109,RESEDACEAE,Reseda undata,NO_API_TAXON,
2110,RESEDACEAE,Reseda undata subsp. undata,NO_API_TAXON,
2111,FABACEAE,Retama sphaerocarpa,NO_API_TAXON,
2112,ASTERACEAE,Rhagadiolus edulis,NO_API_TAXON,
2115,RHAMNACEAE,Rhamnus alaternus subsp. munyozgarmediae,NO_EXACT_TAXON_MATCH,
2117,RHAMNACEAE,Rhamnus alpina subsp. alpina,NO_EXACT_TAXON_MATCH,
2119,RHAMNACEAE,Rhamnus infectoria,NO_API_TAXON,
2120,RHAMNACEAE,Rhamnus lycioides subsp. lycioides,NO_EXACT_TAXON_MATCH,
2121,RHAMNACEAE,Rhamnus lycioides subsp. velutina,NO_EXACT_TAXON_MATCH,
2123,RHAMNACEAE,Rhamnus saxatilis subsp. saxatilis,NO_EXACT_TAXON_MATCH,
2124,ASTERACEAE,Rhaponticum coniferum,NO_API_TAXON,
2125,OROBANCHACEAE,Rhinanthus angustifolius,NO_API_TAXON,
2126,OROBANCHACEAE,Rhinanthus burnatii,NO_API_TAXON,
2127,OROBANCHACEAE,Rhinanthus mediterraneus,NO_API_TAXON,
2128,OROBANCHACEAE,Rhinanthus minor,NO_API_TAXON,
2131,GROSSULARIACEAE,Ribes alpinum,NO_API_TAXON,
2134,FABACEAE,Robinia pseudacacia,NO_API_TAXON,
2138,BRASSICACEAE,Rorippa nasturtium-aquaticum,NO_API_TAXON,
2142,ROSACEAE,Rosa andegavensis,NO_API_TAXON,
2144,ROSACEAE,Rosa blondeana,NO_API_TAXON,
2146,ROSACEAE,Rosa corymbifera,NO_API_TAXON,
2147,ROSACEAE,Rosa deseglisei,NO_API_TAXON,
2148,ROSACEAE,Rosa elliptica,NO_API_TAXON,
2149,ROSACEAE,Rosa foetida,NO_API_TAXON,
2150,ROSACEAE,Rosa micrantha,NO_API_TAXON,
2151,ROSACEAE,Rosa moschata,NO_API_TAXON,
2152,ROSACEAE,Rosa nitidula,NO_API_TAXON,
2154,ROSACEAE,Rosa pimpinellifolia,NO_API_TAXON,
2155,ROSACEAE,Rosa pouzinii,NO_API_TAXON,
2157,ROSACEAE,Rosa sicula,NO_API_TAXON,
2158,ROSACEAE,Rosa squarrosa,NO_API_TAXON,
2166,ROSACEAE,Rubus caesius x R. ulmifolius,NO_EXACT_TAXON_MATCH,
2168,ROSACEAE,Rubus castroviejoi,NO_API_TAXON,
2169,ROSACEAE,Rubus henriquesii,NO_API_TAXON,
2171,ROSACEAE,Rubus lucensis,NO_API_TAXON,
2172,ROSACEAE,Rubus radula,NO_API_TAXON,
2174,ROSACEAE,Rubus urbionicus,NO_API_TAXON,
2175,ROSACEAE,Rubus vagabundus,NO_API_TAXON,
2176,ROSACEAE,Rubus vestitus,NO_API_TAXON,
2177,ROSACEAE,Rubus vigoi,NO_API_TAXON,
2178,POLYGONACEAE,Rumex acetosa,NO_API_TAXON,
2179,POLYGONACEAE,Rumex acetosa subsp. acetosa,NO_API_TAXON,
2180,POLYGONACEAE,Rumex acetosella subsp. angiocarpus,NO_EXACT_TAXON_MATCH,
2181,POLYGONACEAE,Rumex aquitanicus,NO_API_TAXON,
2182,POLYGONACEAE,Rumex bucephalophorus subsp. gallicus,NO_EXACT_TAXON_MATCH,
2186,POLYGONACEAE,Rumex induratus,NO_API_TAXON,
2187,POLYGONACEAE,Rumex intermedius,NO_API_TAXON,
2190,POLYGONACEAE,Rumex papillaris,NO_API_TAXON,
2192,POLYGONACEAE,Rumex pulcher subsp. woodsii,NO_EXACT_TAXON_MATCH,
2196,POLYGONACEAE,Rumex suffruticosus,NO_API_TAXON,
2199,RUTACEAE,Ruta angustifolia,NO_API_TAXON,
2204,CARYOPHYLLACEAE,Sagina sabuletorum,NO_API_TAXON,
2206,AMARANTHACEAE,Salicornia patula,NO_API_TAXON,
2207,AMARANTHACEAE,Salicornia ramosissima,NO_API_TAXON,
2210,SALICACEAE,Salix atrocinerea x S. caprea,NO_EXACT_TAXON_MATCH,
2212,SALICACEAE,Salix cantabrica,NO_API_TAXON,
2217,SALICACEAE,Salix purpurea var. lambertiana,NO_EXACT_TAXON_MATCH,
2218,SALICACEAE,Salix salvifolia,NO_API_TAXON,
2221,SALICACEAE,Salix x neotricha,UNPARSABLE_NAME,
2222,SALICACEAE,Salix x rubens,UNPARSABLE_NAME,
2223,AMARANTHACEAE,Salsola kali,NO_API_TAXON,
2224,AMARANTHACEAE,Salsola vermiculata,NO_API_TAXON,
2234,ROSACEAE,Sanguisorba minor subsp. balearica,NO_EXACT_TAXON_MATCH,
2235,ROSACEAE,Sanguisorba minor subsp. minor,NO_EXACT_TAXON_MATCH,
2240,ASTERACEAE,Santolina canescens,NO_API_TAXON,
2241,ASTERACEAE,Santolina chamaecyparissus subsp. squarrosa,NO_API_TAXON,
2242,ASTERACEAE,Santolina rosmarinifolia,NO_API_TAXON,
2243,ASTERACEAE,Santolina virens,NO_API_TAXON,
2244,CARYOPHYLLACEAE,Saponaria ocymoides,NO_API_TAXON,
2246,PAPAVERACEAE,Sarcocapnos enneaphylla,NO_API_TAXON,
2247,LAMIACEAE,Satureja ascendens,NO_API_TAXON,
2250,SAXIFRAGACEAE,Saxifraga cuneata,NO_API_TAXON,
2251,SAXIFRAGACEAE,Saxifraga cuneata x S. losae,NO_API_TAXON,
2252,SAXIFRAGACEAE,Saxifraga dichotoma,NO_API_TAXON,
2253,SAXIFRAGACEAE,Saxifraga fragosoi,NO_API_TAXON,
2254,SAXIFRAGACEAE,Saxifraga granulata,NO_API_TAXON,
2255,SAXIFRAGACEAE,Saxifraga hirsuta,NO_API_TAXON,
2256,SAXIFRAGACEAE,Saxifraga hirsuta subsp. hirsuta,NO_API_TAXON,
2257,SAXIFRAGACEAE,Saxifraga losae,NO_API_TAXON,
2258,SAXIFRAGACEAE,Saxifraga moncayensis,NO_API_TAXON,
2260,SAXIFRAGACEAE,Saxifraga pentadactylis subsp. willkommiana,NO_EXACT_TAXON_MATCH,
2261,SAXIFRAGACEAE,Saxifraga platyloba,NO_API_TAXON,
2263,SAXIFRAGACEAE,Saxifraga x arizagae,UNPARSABLE_NAME,
2264,SAXIFRAGACEAE,Saxifraga x celtiberica,UNPARSABLE_NAME,
2267,CAPRIFOLIACEAE,Scabiosa columbaria subsp. affinis,NO_EXACT_TAXON_MATCH,
2269,APIACEAE,Scandix australis subsp. microcarpa,NO_EXACT_TAXON_MATCH,
2270,APIACEAE,Scandix macrorhyncha,NO_API_TAXON,
2276,CYPERACEAE,Schoenoplectus lacustris subsp. glaucus,NO_EXACT_TAXON_MATCH,
2279,ASPARAGACEAE,Scilla autumnalis,NO_API_TAXON,
2280,ASPARAGACEAE,Scilla lilio-hyacinthus,NO_API_TAXON,
2281,ASPARAGACEAE,Scilla verna,NO_API_TAXON,
2284,CARYOPHYLLACEAE,Scleranthus delortii,NO_API_TAXON,
2286,CARYOPHYLLACEAE,Scleranthus polycarpos,NO_API_TAXON,
2287,CARYOPHYLLACEAE,Scleranthus polycnemoides,NO_API_TAXON,
2291,FABACEAE,Scorpiurus subvillosus,NO_API_TAXON,
2292,ASTERACEAE,Scorzonera angustifolia,NO_API_TAXON,
2293,ASTERACEAE,Scorzonera graminifolia,NO_API_TAXON,
2294,ASTERACEAE,Scorzonera hirsuta,NO_API_TAXON,
2295,ASTERACEAE,Scorzonera hispanica,NO_API_TAXON,
2296,ASTERACEAE,Scorzonera humilis,NO_API_TAXON,
2298,ASTERACEAE,Scorzoneriodes pyrenaica,NO_API_TAXON,
2300,ASTERACEAE,Scorzoneroides carpetana,NO_API_TAXON,
2301,SCROPHULARIACEAE,Scrophularia alpestris,NO_API_TAXON,
2304,SCROPHULARIACEAE,Scrophularia crithmifolia,NO_API_TAXON,
2305,SCROPHULARIACEAE,Scrophularia lyrata,NO_API_TAXON,
2309,CRASSULACEAE,Sedum amplexicaule,NO_API_TAXON,
2310,CRASSULACEAE,Sedum anglicum,NO_API_TAXON,
2311,CRASSULACEAE,Sedum brevifolium,NO_API_TAXON,
2312,CRASSULACEAE,Sedum caespitosum,NO_API_TAXON,
2315,CRASSULACEAE,Sedum forsterianum,NO_API_TAXON,
2316,CRASSULACEAE,Sedum gypsicola,NO_API_TAXON,
2317,CRASSULACEAE,Sedum hirsutum,NO_API_TAXON,
2318,CRASSULACEAE,Sedum nevadense,NO_API_TAXON,
2319,CRASSULACEAE,Sedum pedicellatum,NO_API_TAXON,
2320,CRASSULACEAE,Sedum rupestre,NO_API_TAXON,
2321,CRASSULACEAE,Sedum sediforme,NO_API_TAXON,
2322,CRASSULACEAE,Sedum villosum subsp. villosum,NO_API_TAXON,
2323,CRASSULACEAE,Sempervivum vicentei,NO_API_TAXON,
2324,ASTERACEAE,Senecio adonidifolius,NO_API_TAXON,
2325,ASTERACEAE,Senecio carpetanus,NO_API_TAXON,
2326,ASTERACEAE,Senecio doria subsp. laderoi,NO_API_TAXON,
2327,ASTERACEAE,Senecio gallicus,NO_API_TAXON,
2329,ASTERACEAE,Senecio laderoi subsp. laderoi,NO_API_TAXON,
2332,ASTERACEAE,Senecio minutus,NO_API_TAXON,
2339,ORCHIDACEAE,Serapias lingua x parviflora,NO_EXACT_TAXON_MATCH,
2341,ASTERACEAE,Serratula leucantha,NO_API_TAXON,
2342,ASTERACEAE,Serratula nudicaulis,NO_API_TAXON,
2343,ASTERACEAE,Serratula pinnatifida,NO_API_TAXON,
2344,ASTERACEAE,Serratula tinctoria,NO_API_TAXON,
2345,RESEDACEAE,Sesamoides purpurascens,NO_API_TAXON,
2346,APIACEAE,Seseli cantabricum,NO_API_TAXON,
2348,APIACEAE,Seseli libanotis subsp. libanotis,NO_EXACT_TAXON_MATCH,
2351,POACEAE,Sesleria albicans,NO_API_TAXON,
2352,POACEAE,Sesleria argentea subsp. hispanica,NO_EXACT_TAXON_MATCH,
2353,POACEAE,Sesleria caerulea,NO_API_TAXON,
2357,LAMIACEAE,Sideritis camarae,NO_API_TAXON,
2358,LAMIACEAE,Sideritis hirsuta,NO_API_TAXON,
2359,LAMIACEAE,Sideritis linearifolia,NO_API_TAXON,
2360,LAMIACEAE,Sideritis spinulosa,NO_API_TAXON,
2361,CARYOPHYLLACEAE,Silene boryi,NO_API_TAXON,
2365,CARYOPHYLLACEAE,Silene conica subsp. conica,NO_EXACT_TAXON_MATCH,
2367,CARYOPHYLLACEAE,Silene coutinhoi,NO_API_TAXON,
2368,CARYOPHYLLACEAE,Silene dioica,NO_API_TAXON,
2371,CARYOPHYLLACEAE,Silene inaperta,NO_API_TAXON,
2372,CARYOPHYLLACEAE,Silene inaperta subsp. inaperta,NO_API_TAXON,
2374,CARYOPHYLLACEAE,Silene italica subsp. italica,NO_EXACT_TAXON_MATCH,
2376,CARYOPHYLLACEAE,Silene legionensis,NO_API_TAXON,
2377,CARYOPHYLLACEAE,Silene mellifera,NO_API_TAXON,
2380,CARYOPHYLLACEAE,Silene nutans,NO_API_TAXON,
2381,CARYOPHYLLACEAE,Silene nutans subsp. nutans,NO_API_TAXON,
2383,CARYOPHYLLACEAE,Silene otites subsp. otites,NO_EXACT_TAXON_MATCH,
