universe_index,family,taxon,iucn_problem_state,phase1_resolution,phase2_state,suggested_taxon,supporting_source_count,parent_taxon,parent_sources,powo_normalized_hits,wfo_normalized_hits,anthos_normalized_hits,top_candidates_json,automatic_correction,automatic_deletion,checked_at
1203,ASTERACEAE,Hieracium pulmorioides,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Hieracium pulmonarioides,3,hieracium pulmorioides,,,,,"[{""source"":""ANTHOS"",""candidate"":""Hieracium pulmonarioides"",""score"":0.93813,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:874787""},{""source"":""POWO_WCVP"",""candidate"":""Hieracium pulmonarioides"",""score"":0.93813,""taxonomic_status"":""Synonym"",""accepted_id"":""3235020"",""accepted_name_resolved"":""Hieracium amplexicaule subsp. pulmonarioides"",""taxon_id"":""3064102""},{""source"":""WFO"",""candidate"":""Hieracium pulmonarioides"",""score"":0.93813,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000079463"",""accepted_name_resolved"":""Hieracium amplexicaule subsp. pulmonarioides"",""taxon_id"":""wfo-0000022254""},{""source"":""POWO_WCVP"",""candidate"":""Hieracium pulmonarioides var. araneosum"",""score"":0.83769,""taxonomic_status"":""Unplaced"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""3216724""},{""source"":""WFO"",""candidate"":""Hieracium pulmonarioides var. araneosum"",""score"":0.83769,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001385092""},{""source"":""POWO_WCVP"",""candidate"":""Hieracium pulmonarioides subsp. spelaeum"",""score"":0.83228,""taxonomic_status"":""Synonym"",""accepted_id"":""3235021"",""accepted_name_resolved"":""Hieracium amplexicaule subsp. spelaeum"",""taxon_id"":""3064122""},{""source"":""WFO"",""candidate"":""Hieracium pulmonarioides subsp. spelaeum"",""score"":0.83228,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000100304"",""accepted_name_resolved"":""Hieracium amplexicaule subsp. spelaeum"",""taxon_id"":""wfo-0001361197""},{""source"":""POWO_WCVP"",""candidate"":""Hieracium oporinoides"",""score"":0.82811,""taxonomic_status"":""Unplaced"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""3205509""},{""source"":""WFO"",""candidate"":""Hieracium oporinoides"",""score"":0.82811,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000065790""}]",False,False,2026-08-19T17:37:55.235859+00:00
1248,SOLANACEAE,Hyosciamus albus,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Hyoscyamus albus,3,hyosciamus albus,,,,,"[{""source"":""ANTHOS"",""candidate"":""Hyoscyamus albus"",""score"":0.94625,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:73413""},{""source"":""POWO_WCVP"",""candidate"":""Hyoscyamus albus"",""score"":0.94625,""taxonomic_status"":""Accepted"",""accepted_id"":""2857395"",""accepted_name_resolved"":""Hyoscyamus albus"",""taxon_id"":""2857395""},{""source"":""WFO"",""candidate"":""Hyoscyamus albus"",""score"":0.94625,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001021799""},{""source"":""POWO_WCVP"",""candidate"":""Hyoscyamus albus var. major"",""score"":0.87929,""taxonomic_status"":""Synonym"",""accepted_id"":""2857395"",""accepted_name_resolved"":""Hyoscyamus albus"",""taxon_id"":""2909150""},{""source"":""POWO_WCVP"",""candidate"":""Hyoscyamus albus subsp. major"",""score"":0.86955,""taxonomic_status"":""Synonym"",""accepted_id"":""2857395"",""accepted_name_resolved"":""Hyoscyamus albus"",""taxon_id"":""2909148""},{""source"":""POWO_WCVP"",""candidate"":""Hyoscyamus albus proles major"",""score"":0.865,""taxonomic_status"":""Synonym"",""accepted_id"":""2857395"",""accepted_name_resolved"":""Hyoscyamus albus"",""taxon_id"":""2909149""},{""source"":""POWO_WCVP"",""candidate"":""Hyoscyamus albus var. exserens"",""score"":0.865,""taxonomic_status"":""Synonym"",""accepted_id"":""2857395"",""accepted_name_resolved"":""Hyoscyamus albus"",""taxon_id"":""2931794""},{""source"":""WFO"",""candidate"":""Hyoscyamus albus var. exserens"",""score"":0.865,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0001021806"",""accepted_name_resolved"":""Hyoscyamus aureus"",""taxon_id"":""wfo-1200113118""},{""source"":""WFO"",""candidate"":""Hyoscyamus albus var. desertorum"",""score"":0.85649,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0001021879"",""accepted_name_resolved"":""Hyoscyamus tibesticus"",""taxon_id"":""wfo-0001021800""}]",False,False,2026-08-19T17:37:55.235955+00:00
1271,ASTERACEAE,Hypochoeris glabra,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Hypochaeris glabra,3,hypochoeris glabra,,,,,"[{""source"":""ANTHOS"",""candidate"":""Hypochaeris glabra"",""score"":0.95152,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:1125053""},{""source"":""POWO_WCVP"",""candidate"":""Hypochaeris glabra"",""score"":0.95152,""taxonomic_status"":""Accepted"",""accepted_id"":""3074561"",""accepted_name_resolved"":""Hypochaeris glabra"",""taxon_id"":""3074561""},{""source"":""WFO"",""candidate"":""Hypochaeris glabra"",""score"":0.95152,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000005915""},{""source"":""POWO_WCVP"",""candidate"":""Hypochaeris glabrata"",""score"":0.8866,""taxonomic_status"":""Synonym"",""accepted_id"":""3074455"",""accepted_name_resolved"":""Hypochaeris chondrilloides"",""taxon_id"":""3074562""},{""source"":""WFO"",""candidate"":""Hypochaeris glabrata"",""score"":0.8866,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000128025"",""accepted_name_resolved"":""Hypochaeris chondrilloides"",""taxon_id"":""wfo-0000005308""},{""source"":""WFO"",""candidate"":""Hypochaeris glabra var. glabra"",""score"":0.8852,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000005915"",""accepted_name_resolved"":""Hypochaeris glabra"",""taxon_id"":""wfo-0000035667""},{""source"":""WFO"",""candidate"":""Hypochaeris glabra var. hirsuta"",""score"":0.88068,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000005915"",""accepted_name_resolved"":""Hypochaeris glabra"",""taxon_id"":""wfo-1200069017""},{""source"":""POWO_WCVP"",""candidate"":""Hypochaeris glabra subsp. minima"",""score"":0.87635,""taxonomic_status"":""Synonym"",""accepted_id"":""3074561"",""accepted_name_resolved"":""Hypochaeris glabra"",""taxon_id"":""3250790""},{""source"":""POWO_WCVP"",""candidate"":""Hypochaeris glabra var. balbisii"",""score"":0.87635,""taxonomic_status"":""Synonym"",""accepted_id"":""3074782"",""accepted_name_resolved"":""Hypochaeris balbisii"",""taxon_id"":""3297437""},{""source"":""POWO_WCVP"",""candidate"":""Hypochaeris glabra var. erostris"",""score"":0.87635,""taxonomic_status"":""Synonym"",""accepted_id"":""3074561"",""accepted_name_resolved"":""Hypochaeris glabra"",""taxon_id"":""3250791""},{""source"":""WFO"",""candidate"":""Hypochaeris glabra subsp. glabra"",""score"":0.87635,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000005090""}]",False,False,2026-08-19T17:37:55.236067+00:00
1272,ASTERACEAE,Hypochoeris radicata,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Hypochaeris radicata,3,hypochoeris radicata,,,,,"[{""source"":""ANTHOS"",""candidate"":""Hypochaeris radicata"",""score"":0.95318,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:1124397""},{""source"":""POWO_WCVP"",""candidate"":""Hypochaeris radicata"",""score"":0.95318,""taxonomic_status"":""Accepted"",""accepted_id"":""3074657"",""accepted_name_resolved"":""Hypochaeris radicata"",""taxon_id"":""3074657""},{""source"":""WFO"",""candidate"":""Hypochaeris radicata"",""score"":0.95318,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000074809""},{""source"":""POWO_WCVP"",""candidate"":""Hypochaeris radiata"",""score"":0.92177,""taxonomic_status"":""Orthographic"",""accepted_id"":""3266695"",""accepted_name_resolved"":""Hypochaeris radicata subsp. radicata"",""taxon_id"":""3207526""},{""source"":""WFO"",""candidate"":""Hypochaeris radiata"",""score"":0.92177,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000138699""},{""source"":""POWO_WCVP"",""candidate"":""Hypochaeris radicata var. salina"",""score"":0.89171,""taxonomic_status"":""Synonym"",""accepted_id"":""3074659"",""accepted_name_resolved"":""Hypochaeris radicata subsp. ericetorum"",""taxon_id"":""3250798""},{""source"":""WFO"",""candidate"":""Hypochaeris radicata f. gigantea"",""score"":0.89171,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001327129""},{""source"":""WFO"",""candidate"":""Hypochaeris radicata f. radicata"",""score"":0.89171,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000046894""},{""source"":""WFO"",""candidate"":""Hypochaeris radicata var. brevis"",""score"":0.89171,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000074809"",""accepted_name_resolved"":""Hypochaeris radicata"",""taxon_id"":""wfo-1200069023""},{""source"":""POWO_WCVP"",""candidate"":""Hypochaeris radicata subsp. glabra"",""score"":0.88328,""taxonomic_status"":""Synonym"",""accepted_id"":""3074561"",""accepted_name_resolved"":""Hypochaeris glabra"",""taxon_id"":""3074553""},{""source"":""POWO_WCVP"",""candidate"":""Hypochaeris radicata subsp. salina"",""score"":0.88328,""taxonomic_status"":""Synonym"",""accepted_id"":""3074659"",""accepted_name_resolved"":""Hypochaeris radicata subsp. ericetorum"",""taxon_id"":""3250795""}]",False,False,2026-08-19T17:37:55.236191+00:00
1305,CAMPANULACEAE,Jasione sessilifolia,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Jasione sessiliflora,3,jasione sessilifolia,,,,,"[{""source"":""ANTHOS"",""candidate"":""Jasione sessiliflora"",""score"":0.86333,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:1124998""},{""source"":""POWO_WCVP"",""candidate"":""Jasione sessiliflora"",""score"":0.86333,""taxonomic_status"":""Synonym"",""accepted_id"":""351844"",""accepted_name_resolved"":""Jasione crispa subsp. sessiliflora"",""taxon_id"":""351819""},{""source"":""WFO"",""candidate"":""Jasione sessiliflora"",""score"":0.86333,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000813763"",""accepted_name_resolved"":""Jasione crispa subsp. sessiliflora"",""taxon_id"":""wfo-0000813735""}]",False,False,2026-08-19T17:37:55.236232+00:00
1325,JUNCACEAE,Juncus gerardii,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Juncus gerardi,3,juncus gerardii,,,,,"[{""source"":""ANTHOS"",""candidate"":""Juncus gerardi"",""score"":0.94782,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:1125111""},{""source"":""POWO_WCVP"",""candidate"":""Juncus gerardi"",""score"":0.94782,""taxonomic_status"":""Accepted"",""accepted_id"":""315051"",""accepted_name_resolved"":""Juncus gerardi"",""taxon_id"":""315051""},{""source"":""WFO"",""candidate"":""Juncus gerardi"",""score"":0.94782,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000776498""},{""source"":""POWO_WCVP"",""candidate"":""Juncus gerardi maximus"",""score"":0.8782,""taxonomic_status"":""Synonym"",""accepted_id"":""315057"",""accepted_name_resolved"":""Juncus gerardi subsp. gerardi"",""taxon_id"":""315059""},{""source"":""POWO_WCVP"",""candidate"":""Juncus gerardi pallidus"",""score"":0.8686,""taxonomic_status"":""Synonym"",""accepted_id"":""315057"",""accepted_name_resolved"":""Juncus gerardi subsp. gerardi"",""taxon_id"":""315061""},{""source"":""POWO_WCVP"",""candidate"":""Juncus gerardi persicus"",""score"":0.8686,""taxonomic_status"":""Synonym"",""accepted_id"":""315611"",""accepted_name_resolved"":""Juncus persicus"",""taxon_id"":""315063""},{""source"":""WFO"",""candidate"":""Juncus gerardii var. soranthus"",""score"":0.85682,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000777241"",""accepted_name_resolved"":""Juncus soranthus"",""taxon_id"":""wfo-0000776511""},{""source"":""WFO"",""candidate"":""Juncus gerardii subsp. soranthus"",""score"":0.84348,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000777241"",""accepted_name_resolved"":""Juncus soranthus"",""taxon_id"":""wfo-0000776512""},{""source"":""WFO"",""candidate"":""Juncus gerardii var. ubsunuricus"",""score"":0.84348,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000776503"",""accepted_name_resolved"":""Juncus gerardi subsp. gerardi"",""taxon_id"":""wfo-0000776515""},{""source"":""WFO"",""candidate"":""Juncus gerardi var. gerardi"",""score"":0.8426,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000776498"",""accepted_name_resolved"":""Juncus gerardi"",""taxon_id"":""wfo-0001067598""},{""source"":""POWO_WCVP"",""candidate"":""Juncus gerardi chaucorum"",""score"":0.83641,""taxonomic_status"":""Synonym"",""accepted_id"":""315057"",""accepted_name_resolved"":""Juncus gerardi subsp. gerardi"",""taxon_id"":""315055""}]",False,False,2026-08-19T17:37:55.236345+00:00
1328,JUNCACEAE,Juncus inflexus var. inflexus,NO_EXACT_MATCH,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Juncus inflexus subsp. inflexus,3,juncus inflexus,powo;wfo;anthos,,,,"[{""source"":""ANTHOS"",""candidate"":""Juncus inflexus subsp. inflexus"",""score"":0.93793,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:41214""},{""source"":""POWO_WCVP"",""candidate"":""Juncus inflexus subsp. inflexus"",""score"":0.93793,""taxonomic_status"":""Accepted"",""accepted_id"":""315197"",""accepted_name_resolved"":""Juncus inflexus subsp. inflexus"",""taxon_id"":""315197""},{""source"":""POWO_WCVP"",""candidate"":""Juncus inflexus var. proliferus"",""score"":0.93793,""taxonomic_status"":""Synonym"",""accepted_id"":""315197"",""accepted_name_resolved"":""Juncus inflexus subsp. inflexus"",""taxon_id"":""550018""},{""source"":""WFO"",""candidate"":""Juncus inflexus subsp. inflexus"",""score"":0.93793,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000776631""},{""source"":""WFO"",""candidate"":""Juncus inflexus var. proliferus"",""score"":0.93793,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000776631"",""accepted_name_resolved"":""Juncus inflexus subsp. inflexus"",""taxon_id"":""wfo-1200032442""},{""source"":""POWO_WCVP"",""candidate"":""Juncus inflexus var. prolifer"",""score"":0.91964,""taxonomic_status"":""Illegitimate"",""accepted_id"":""315197"",""accepted_name_resolved"":""Juncus inflexus subsp. inflexus"",""taxon_id"":""315204""},{""source"":""WFO"",""candidate"":""Juncus inflexus var. prolifer"",""score"":0.91964,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000776631"",""accepted_name_resolved"":""Juncus inflexus subsp. inflexus"",""taxon_id"":""wfo-1200017940""},{""source"":""POWO_WCVP"",""candidate"":""Juncus inflexus subvar. laxiflorus"",""score"":0.91885,""taxonomic_status"":""Synonym"",""accepted_id"":""315197"",""accepted_name_resolved"":""Juncus inflexus subsp. inflexus"",""taxon_id"":""315198""},{""source"":""POWO_WCVP"",""candidate"":""Juncus inflexus var. paniculatus"",""score"":0.9161,""taxonomic_status"":""Synonym"",""accepted_id"":""315197"",""accepted_name_resolved"":""Juncus inflexus subsp. inflexus"",""taxon_id"":""550017""},{""source"":""WFO"",""candidate"":""Juncus inflexus var. leptocarpus"",""score"":0.9161,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000776625"",""accepted_name_resolved"":""Juncus inflexus"",""taxon_id"":""wfo-0001259792""},{""source"":""WFO"",""candidate"":""Juncus inflexus var. paniculatus"",""score"":0.9161,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000776631"",""accepted_name_resolved"":""Juncus inflexus subsp. inflexus"",""taxon_id"":""wfo-1200032441""},{""source"":""ANTHOS"",""candidate"":""Juncus inflexus"",""score"":0.86395,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:1124574""}]",False,False,2026-08-19T17:37:55.236473+00:00
1345,PLANTAGINACEAE,Kicksia elatine,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Kickxia elatine,3,kicksia elatine,,,,,"[{""source"":""ANTHOS"",""candidate"":""Kickxia elatine"",""score"":0.93,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:260459""},{""source"":""POWO_WCVP"",""candidate"":""Kickxia elatine"",""score"":0.93,""taxonomic_status"":""Accepted"",""accepted_id"":""2335431"",""accepted_name_resolved"":""Kickxia elatine"",""taxon_id"":""2335431""},{""source"":""WFO"",""candidate"":""Kickxia elatine"",""score"":0.93,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000357274""},{""source"":""ANTHOS"",""candidate"":""Kickxia elatine subsp. crinita"",""score"":0.84091,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:182805""},{""source"":""ANTHOS"",""candidate"":""Kickxia elatine subsp. elatine"",""score"":0.84091,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:31136""},{""source"":""POWO_WCVP"",""candidate"":""Kickxia elatine subsp. crinita"",""score"":0.84091,""taxonomic_status"":""Synonym"",""accepted_id"":""2934009"",""accepted_name_resolved"":""Kickxia elatine subsp. sieberi"",""taxon_id"":""2898563""},{""source"":""POWO_WCVP"",""candidate"":""Kickxia elatine subsp. elatine"",""score"":0.84091,""taxonomic_status"":""Accepted"",""accepted_id"":""3257228"",""accepted_name_resolved"":""Kickxia elatine subsp. elatine"",""taxon_id"":""3257228""},{""source"":""POWO_WCVP"",""candidate"":""Kickxia elatine subsp. sieberi"",""score"":0.84091,""taxonomic_status"":""Accepted"",""accepted_id"":""2934009"",""accepted_name_resolved"":""Kickxia elatine subsp. sieberi"",""taxon_id"":""2934009""},{""source"":""WFO"",""candidate"":""Kickxia elatine subsp. crinita"",""score"":0.84091,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-1200011438"",""accepted_name_resolved"":""Kickxia elatine subsp. sieberi"",""taxon_id"":""wfo-0000745618""},{""source"":""WFO"",""candidate"":""Kickxia elatine subsp. elatine"",""score"":0.84091,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001285493""},{""source"":""WFO"",""candidate"":""Kickxia elatine subsp. sieberi"",""score"":0.84091,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-1200011438""},{""source"":""POWO_WCVP"",""candidate"":""Kickxia elatine subsp. bombycina"",""score"":0.83261,""taxonomic_status"":""Synonym"",""accepted_id"":""2934009"",""accepted_name_resolved"":""Kickxia elatine subsp. sieberi"",""taxon_id"":""2335441""}]",False,False,2026-08-19T17:37:55.236597+00:00
1382,PINACEAE,Larix x eurolepis,UNPARSABLE_NAME,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Larix eurolepis,2,,,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Larix eurolepis"",""score"":0.97188,""taxonomic_status"":""Synonym"",""accepted_id"":""386020"",""accepted_name_resolved"":""Larix marschlinsii"",""taxon_id"":""379109""},{""source"":""WFO"",""candidate"":""Larix eurolepis"",""score"":0.97188,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000443334""}]",False,False,2026-08-19T17:37:55.236629+00:00
1438,ASTERACEAE,Leucanthemum vulgare subsp. pujulae,NO_EXACT_MATCH,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Leucanthemum vulgare subsp. pujiulae,3,leucanthemum vulgare,powo;wfo;anthos,,,,"[{""source"":""ANTHOS"",""candidate"":""Leucanthemum vulgare subsp. pujiulae"",""score"":0.99348,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:917275""},{""source"":""POWO_WCVP"",""candidate"":""Leucanthemum vulgare subsp. pujiulae"",""score"":0.99348,""taxonomic_status"":""Synonym"",""accepted_id"":""3208151"",""accepted_name_resolved"":""Leucanthemum ageratifolium"",""taxon_id"":""3112279""},{""source"":""WFO"",""candidate"":""Leucanthemum vulgare subsp. pujiulae"",""score"":0.99348,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000102517""},{""source"":""POWO_WCVP"",""candidate"":""Leucanthemum vulgare subsp. vulgare"",""score"":0.96029,""taxonomic_status"":""Accepted"",""accepted_id"":""3112277"",""accepted_name_resolved"":""Leucanthemum vulgare subsp. vulgare"",""taxon_id"":""3112277""},{""source"":""WFO"",""candidate"":""Leucanthemum vulgare subsp. vulgare"",""score"":0.96029,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000065073""},{""source"":""POWO_WCVP"",""candidate"":""Leucanthemum vulgare subsp. pallens"",""score"":0.94706,""taxonomic_status"":""Synonym"",""accepted_id"":""3112732"",""accepted_name_resolved"":""Leucanthemum pallens"",""taxon_id"":""3221447""},{""source"":""POWO_WCVP"",""candidate"":""Leucanthemum vulgare subsp. praecox"",""score"":0.94706,""taxonomic_status"":""Synonym"",""accepted_id"":""3112277"",""accepted_name_resolved"":""Leucanthemum vulgare subsp. vulgare"",""taxon_id"":""3251085""},{""source"":""WFO"",""candidate"":""Leucanthemum vulgare subsp. pallens"",""score"":0.94706,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000126509"",""accepted_name_resolved"":""Leucanthemum pallens"",""taxon_id"":""wfo-0000135458""},{""source"":""WFO"",""candidate"":""Leucanthemum vulgare subsp. praecox"",""score"":0.94706,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000036932"",""accepted_name_resolved"":""Leucanthemum vulgare"",""taxon_id"":""wfo-0000096327""},{""source"":""POWO_WCVP"",""candidate"":""Leucanthemum vulgare subsp. multicaule"",""score"":0.94296,""taxonomic_status"":""Synonym"",""accepted_id"":""3112277"",""accepted_name_resolved"":""Leucanthemum vulgare subsp. vulgare"",""taxon_id"":""3112781""},{""source"":""WFO"",""candidate"":""Leucanthemum vulgare subsp. multicaule"",""score"":0.94296,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000065073"",""accepted_name_resolved"":""Leucanthemum vulgare subsp. vulgare"",""taxon_id"":""wfo-0001366174""},{""source"":""ANTHOS"",""candidate"":""Leucanthemum vulgare subsp. eliasii"",""score"":0.93382,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:1127929""}]",False,False,2026-08-19T17:37:55.236782+00:00
