universe_index,family,taxon,iucn_problem_state,phase1_resolution,phase2_state,suggested_taxon,supporting_source_count,parent_taxon,parent_sources,powo_normalized_hits,wfo_normalized_hits,anthos_normalized_hits,top_candidates_json,automatic_correction,automatic_deletion,checked_at
2251,SAXIFRAGACEAE,Saxifraga cuneata x S. losae,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Saxifraga cuneata,3,,,,,,"[{""source"":""ANTHOS"",""candidate"":""Saxifraga cuneata"",""score"":0.89773,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:23646""},{""source"":""POWO_WCVP"",""candidate"":""Saxifraga cuneata"",""score"":0.89773,""taxonomic_status"":""Accepted"",""accepted_id"":""2584424"",""accepted_name_resolved"":""Saxifraga cuneata"",""taxon_id"":""2584424""},{""source"":""WFO"",""candidate"":""Saxifraga cuneata"",""score"":0.89773,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000494447""},{""source"":""POWO_WCVP"",""candidate"":""Saxifraga cuneata var. valentina"",""score"":0.87586,""taxonomic_status"":""Invalid"",""accepted_id"":""2584424"",""accepted_name_resolved"":""Saxifraga cuneata"",""taxon_id"":""3282260""},{""source"":""WFO"",""candidate"":""Saxifraga cuneata var. valentina"",""score"":0.87586,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000494447"",""accepted_name_resolved"":""Saxifraga cuneata"",""taxon_id"":""wfo-1200095543""},{""source"":""POWO_WCVP"",""candidate"":""Saxifraga cuneata subsp. paniculata"",""score"":0.85984,""taxonomic_status"":""Synonym"",""accepted_id"":""2583769"",""accepted_name_resolved"":""Saxifraga fragilis subsp. paniculata"",""taxon_id"":""2584428""},{""source"":""POWO_WCVP"",""candidate"":""Saxifraga cuneata var. corbariensis"",""score"":0.85984,""taxonomic_status"":""Synonym"",""accepted_id"":""3261112"",""accepted_name_resolved"":""Saxifraga fragilis subsp. fragilis"",""taxon_id"":""2584436""},{""source"":""WFO"",""candidate"":""Saxifraga cuneata subsp. paniculata"",""score"":0.85984,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000494114"",""accepted_name_resolved"":""Saxifraga fragilis subsp. paniculata"",""taxon_id"":""wfo-0001369215""},{""source"":""WFO"",""candidate"":""Saxifraga cuneata var. corbariensis"",""score"":0.85984,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-1200095456"",""accepted_name_resolved"":""Saxifraga fragilis subsp. fragilis"",""taxon_id"":""wfo-0000494454""},{""source"":""POWO_WCVP"",""candidate"":""Saxifraga cuneata subsp. corbariensis"",""score"":0.85,""taxonomic_status"":""Synonym"",""accepted_id"":""3261112"",""accepted_name_resolved"":""Saxifraga fragilis subsp. fragilis"",""taxon_id"":""2584427""},{""source"":""WFO"",""candidate"":""Saxifraga cuneata subsp. corbariensis"",""score"":0.85,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-1200095456"",""accepted_name_resolved"":""Saxifraga fragilis subsp. fragilis"",""taxon_id"":""wfo-0000494449""}]",False,False,2026-08-19T17:37:55.239395+00:00
2263,SAXIFRAGACEAE,Saxifraga x arizagae,UNPARSABLE_NAME,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Saxifraga arizagae,2,,,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Saxifraga arizagae"",""score"":0.97632,""taxonomic_status"":""Accepted"",""accepted_id"":""2583961"",""accepted_name_resolved"":""Saxifraga arizagae"",""taxon_id"":""2583961""},{""source"":""WFO"",""candidate"":""Saxifraga arizagae"",""score"":0.97632,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000494242""}]",False,False,2026-08-19T17:37:55.239426+00:00
2264,SAXIFRAGACEAE,Saxifraga x celtiberica,UNPARSABLE_NAME,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Saxifraga celtiberica,2,,,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Saxifraga celtiberica"",""score"":0.97955,""taxonomic_status"":""Accepted"",""accepted_id"":""2585247"",""accepted_name_resolved"":""Saxifraga celtiberica"",""taxon_id"":""2585247""},{""source"":""WFO"",""candidate"":""Saxifraga celtiberica"",""score"":0.97955,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000494965""}]",False,False,2026-08-19T17:37:55.239455+00:00
2298,ASTERACEAE,Scorzoneriodes pyrenaica,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Scorzoneroides pyrenaica,3,scorzoneriodes pyrenaica,,,,,"[{""source"":""ANTHOS"",""candidate"":""Scorzoneroides pyrenaica"",""score"":0.9625,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:40379""},{""source"":""POWO_WCVP"",""candidate"":""Scorzoneroides pyrenaica"",""score"":0.9625,""taxonomic_status"":""Accepted"",""accepted_id"":""3074919"",""accepted_name_resolved"":""Scorzoneroides pyrenaica"",""taxon_id"":""3074919""},{""source"":""WFO"",""candidate"":""Scorzoneroides pyrenaica"",""score"":0.9625,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000053158""},{""source"":""POWO_WCVP"",""candidate"":""Scorzoneroides pyrenaica var. helvetica"",""score"":0.89758,""taxonomic_status"":""Synonym"",""accepted_id"":""3074846"",""accepted_name_resolved"":""Scorzoneroides helvetica"",""taxon_id"":""3074845""},{""source"":""WFO"",""candidate"":""Scorzoneroides pyrenaica var. helvetica"",""score"":0.89758,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000128396"",""accepted_name_resolved"":""Scorzoneroides helvetica"",""taxon_id"":""wfo-0001384121""},{""source"":""POWO_WCVP"",""candidate"":""Scorzoneroides pyrenaica subsp. helvetica"",""score"":0.89062,""taxonomic_status"":""Synonym"",""accepted_id"":""3074846"",""accepted_name_resolved"":""Scorzoneroides helvetica"",""taxon_id"":""3074842""},{""source"":""POWO_WCVP"",""candidate"":""Scorzoneroides pyrenaica subsp. pyrenaica"",""score"":0.89062,""taxonomic_status"":""Accepted"",""accepted_id"":""3074940"",""accepted_name_resolved"":""Scorzoneroides pyrenaica subsp. pyrenaica"",""taxon_id"":""3074940""},{""source"":""WFO"",""candidate"":""Scorzoneroides pyrenaica subsp. helvetica"",""score"":0.89062,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000128396"",""accepted_name_resolved"":""Scorzoneroides helvetica"",""taxon_id"":""wfo-0001363306""},{""source"":""WFO"",""candidate"":""Scorzoneroides pyrenaica subsp. pyrenaica"",""score"":0.89062,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001425672""},{""source"":""POWO_WCVP"",""candidate"":""Scorzoneroides pyrenaica subsp. cantabrica"",""score"":0.88731,""taxonomic_status"":""Accepted"",""accepted_id"":""3074944"",""accepted_name_resolved"":""Scorzoneroides pyrenaica subsp. cantabrica"",""taxon_id"":""3074944""},{""source"":""WFO"",""candidate"":""Scorzoneroides pyrenaica subsp. cantabrica"",""score"":0.88731,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001363109""}]",False,False,2026-08-19T17:37:55.239571+00:00
2339,ORCHIDACEAE,Serapias lingua x parviflora,NO_EXACT_MATCH,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Serapias lingua var. parviflora,2,,,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Serapias lingua var. parviflora"",""score"":0.96897,""taxonomic_status"":""Synonym"",""accepted_id"":""190707"",""accepted_name_resolved"":""Serapias parviflora"",""taxon_id"":""375889""},{""source"":""WFO"",""candidate"":""Serapias lingua var. parviflora"",""score"":0.96897,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000309491"",""accepted_name_resolved"":""Serapias parviflora"",""taxon_id"":""wfo-0000838577""},{""source"":""POWO_WCVP"",""candidate"":""Serapias lingua f. pallidiflora"",""score"":0.93793,""taxonomic_status"":""Synonym"",""accepted_id"":""536799"",""accepted_name_resolved"":""Serapias lingua subsp. lingua"",""taxon_id"":""190647""},{""source"":""WFO"",""candidate"":""Serapias lingua f. pallidiflora"",""score"":0.93793,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000309423"",""accepted_name_resolved"":""Serapias lingua subsp. lingua"",""taxon_id"":""wfo-0000309426""},{""source"":""POWO_WCVP"",""candidate"":""Serapias lingua var. hirsuta"",""score"":0.89364,""taxonomic_status"":""Synonym"",""accepted_id"":""536799"",""accepted_name_resolved"":""Serapias lingua subsp. lingua"",""taxon_id"":""265882""},{""source"":""POWO_WCVP"",""candidate"":""Serapias lingua var. hirtula"",""score"":0.89364,""taxonomic_status"":""Synonym"",""accepted_id"":""536799"",""accepted_name_resolved"":""Serapias lingua subsp. lingua"",""taxon_id"":""550259""},{""source"":""WFO"",""candidate"":""Serapias lingua var. hirsuta"",""score"":0.89364,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000309423"",""accepted_name_resolved"":""Serapias lingua subsp. lingua"",""taxon_id"":""wfo-0000553415""},{""source"":""WFO"",""candidate"":""Serapias lingua var. hirtula"",""score"":0.89364,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000309423"",""accepted_name_resolved"":""Serapias lingua subsp. lingua"",""taxon_id"":""wfo-1200065594""},{""source"":""POWO_WCVP"",""candidate"":""Serapias lingua f. nana"",""score"":0.892,""taxonomic_status"":""Synonym"",""accepted_id"":""536799"",""accepted_name_resolved"":""Serapias lingua subsp. lingua"",""taxon_id"":""376587""},{""source"":""WFO"",""candidate"":""Serapias lingua f. nana"",""score"":0.892,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000309423"",""accepted_name_resolved"":""Serapias lingua subsp. lingua"",""taxon_id"":""wfo-0000839255""},{""source"":""ANTHOS"",""candidate"":""Serapias lingua"",""score"":0.86395,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:38857""}]",False,False,2026-08-19T17:37:55.239692+00:00
2348,APIACEAE,Seseli libanotis subsp. libanotis,NO_EXACT_MATCH,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Seseli libanotis subsp. atlanticum,2,seseli libanotis,powo;wfo;anthos,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Seseli libanotis subsp. atlanticum"",""score"":0.93769,""taxonomic_status"":""Synonym"",""accepted_id"":""3305994"",""accepted_name_resolved"":""Libanotis pyrenaica subsp. atlantica"",""taxon_id"":""2906510""},{""source"":""WFO"",""candidate"":""Seseli libanotis subsp. atlanticum"",""score"":0.93769,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-1200028472"",""accepted_name_resolved"":"""",""taxon_id"":""wfo-1200011586""},{""source"":""POWO_WCVP"",""candidate"":""Seseli libanotis subsp. majus"",""score"":0.925,""taxonomic_status"":""Synonym"",""accepted_id"":""3259176"",""accepted_name_resolved"":""Libanotis pyrenaica subsp. pyrenaica"",""taxon_id"":""2479602""},{""source"":""WFO"",""candidate"":""Seseli libanotis subsp. maius"",""score"":0.925,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-1200109907"",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001368781""},{""source"":""POWO_WCVP"",""candidate"":""Seseli libanotis subsp. intermedium"",""score"":0.91818,""taxonomic_status"":""Synonym"",""accepted_id"":""3255364"",""accepted_name_resolved"":""Libanotis pyrenaica subsp. intermedia"",""taxon_id"":""2898229""},{""source"":""WFO"",""candidate"":""Seseli libanotis subsp. intermedium"",""score"":0.91818,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-1200100445"",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000745312""},{""source"":""POWO_WCVP"",""candidate"":""Seseli libanotis subsp. sibiricum"",""score"":0.91563,""taxonomic_status"":""Synonym"",""accepted_id"":""2341310"",""accepted_name_resolved"":""Libanotis sibirica"",""taxon_id"":""2874983""},{""source"":""WFO"",""candidate"":""Seseli libanotis subsp. sibiricum"",""score"":0.91563,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-1200027676"",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001069439""},{""source"":""POWO_WCVP"",""candidate"":""Seseli libanotis subsp. leiocarpum"",""score"":0.91,""taxonomic_status"":""Synonym"",""accepted_id"":""3259176"",""accepted_name_resolved"":""Libanotis pyrenaica subsp. pyrenaica"",""taxon_id"":""3282665""},{""source"":""WFO"",""candidate"":""Seseli libanotis subsp. leiocarpum"",""score"":0.91,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-1200109907"",""accepted_name_resolved"":"""",""taxon_id"":""wfo-1200100765""},{""source"":""ANTHOS"",""candidate"":""Seseli libanotis"",""score"":0.85,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:28013""}]",False,False,2026-08-19T17:37:55.239813+00:00
2465,POACEAE,Stipa gigantea subsp. gigantea,NO_EXACT_MATCH,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Stipa gigantea subsp. donyanae,2,stipa gigantea,powo;wfo,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Stipa gigantea subsp. donyanae"",""score"":0.92241,""taxonomic_status"":""Synonym"",""accepted_id"":""403861"",""accepted_name_resolved"":""Celtica gigantea subsp. donyanae"",""taxon_id"":""445068""},{""source"":""POWO_WCVP"",""candidate"":""Stipa gigantea subsp. lagascae"",""score"":0.92241,""taxonomic_status"":""Synonym"",""accepted_id"":""445249"",""accepted_name_resolved"":"""",""taxon_id"":""445069""},{""source"":""WFO"",""candidate"":""Stipa gigantea subsp. donyanae"",""score"":0.92241,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000858541"",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000902105""},{""source"":""WFO"",""candidate"":""Stipa gigantea subsp. lagascae"",""score"":0.92241,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000902302"",""accepted_name_resolved"":""Stipa lagascae"",""taxon_id"":""wfo-0000902106""},{""source"":""POWO_WCVP"",""candidate"":""Stipa gigantea subsp. maroccana"",""score"":0.9161,""taxonomic_status"":""Synonym"",""accepted_id"":""403862"",""accepted_name_resolved"":""Celtica gigantea subsp. maroccana"",""taxon_id"":""445070""},{""source"":""WFO"",""candidate"":""Stipa gigantea subsp. maroccana"",""score"":0.9161,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000858542"",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000902108""},{""source"":""WFO"",""candidate"":""Stipa gigantea f. lagascae"",""score"":0.86667,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000902302"",""accepted_name_resolved"":""Stipa lagascae"",""taxon_id"":""wfo-0001267186""},{""source"":""POWO_WCVP"",""candidate"":""Stipa gigantea f. pubescens"",""score"":0.86091,""taxonomic_status"":""Synonym"",""accepted_id"":""445249"",""accepted_name_resolved"":"""",""taxon_id"":""445256""},{""source"":""WFO"",""candidate"":""Stipa gigantea var. lagascae"",""score"":0.85536,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000902302"",""accepted_name_resolved"":""Stipa lagascae"",""taxon_id"":""wfo-0001241462""},{""source"":""POWO_WCVP"",""candidate"":""Stipa gigantea var. mesatlantica"",""score"":0.85,""taxonomic_status"":""Synonym"",""accepted_id"":""486918"",""accepted_name_resolved"":""Celtica gigantea subsp. gigantea"",""taxon_id"":""445072""}]",False,False,2026-08-19T17:37:55.240043+00:00
2472,AMARANTHACEAE,Suaeda vera subsp. braun-blanquetii,NO_EXACT_MATCH,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Suaeda vera var. braun-blanquetii,2,suaeda vera,powo;wfo;anthos,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Suaeda vera var. braun-blanquetii"",""score"":0.94545,""taxonomic_status"":""Synonym"",""accepted_id"":""2484043"",""accepted_name_resolved"":""Suaeda braun-blanquetii"",""taxon_id"":""2483962""},{""source"":""WFO"",""candidate"":""Suaeda vera var. braun-blanquetii"",""score"":0.94545,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000437573""},{""source"":""POWO_WCVP"",""candidate"":""Suaeda vera subsp. brevifolia"",""score"":0.85484,""taxonomic_status"":""Synonym"",""accepted_id"":""2484357"",""accepted_name_resolved"":""Suaeda monoica"",""taxon_id"":""2483957""},{""source"":""POWO_WCVP"",""candidate"":""Suaeda vera subsp. pruinosa"",""score"":0.85,""taxonomic_status"":""Synonym"",""accepted_id"":""2484713"",""accepted_name_resolved"":""Suaeda pruinosa"",""taxon_id"":""2483935""},{""source"":""WFO"",""candidate"":""Suaeda vera subsp. pruinosa"",""score"":0.85,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000438072"",""accepted_name_resolved"":""Suaeda pruinosa"",""taxon_id"":""wfo-0000437560""},{""source"":""POWO_WCVP"",""candidate"":""Suaeda vera subsp. longifolia"",""score"":0.82581,""taxonomic_status"":""Synonym"",""accepted_id"":""2483959"",""accepted_name_resolved"":""Suaeda vera"",""taxon_id"":""2483955""},{""source"":""WFO"",""candidate"":""Suaeda vera subsp. longifolia"",""score"":0.82581,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000437571"",""accepted_name_resolved"":""Suaeda vera"",""taxon_id"":""wfo-0000437569""}]",False,False,2026-08-19T17:37:55.240137+00:00
2533,MALVACEAE,Tilia x vulgaris,UNPARSABLE_NAME,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Tilia vulgaris,2,,,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Tilia vulgaris"",""score"":0.97,""taxonomic_status"":""Invalid"",""accepted_id"":""2518295"",""accepted_name_resolved"":""Tilia europaea"",""taxon_id"":""2517561""},{""source"":""WFO"",""candidate"":""Tilia vulgaris"",""score"":0.97,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000457539"",""accepted_name_resolved"":""Tilia europaea"",""taxon_id"":""wfo-0000456973""},{""source"":""POWO_WCVP"",""candidate"":""Tilia pervulgaris"",""score"":0.84498,""taxonomic_status"":""Unplaced"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""2517742""},{""source"":""POWO_WCVP"",""candidate"":""Tilia subvulgaris"",""score"":0.84498,""taxonomic_status"":""Unplaced"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""2517609""},{""source"":""WFO"",""candidate"":""Tilia pervulgaris"",""score"":0.84498,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000457124""},{""source"":""WFO"",""candidate"":""Tilia subvulgaris"",""score"":0.84498,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000457015""}]",False,False,2026-08-19T17:37:55.240232+00:00
2612,ULMACEAE,Ulmus x hollandica,UNPARSABLE_NAME,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Ulmus hollandica,2,,,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Ulmus hollandica"",""score"":0.97353,""taxonomic_status"":""Accepted"",""accepted_id"":""2448731"",""accepted_name_resolved"":""Ulmus hollandica"",""taxon_id"":""2448731""},{""source"":""WFO"",""candidate"":""Ulmus hollandica"",""score"":0.97353,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000416745""},{""source"":""POWO_WCVP"",""candidate"":""Ulmus hollandica f. major"",""score"":0.89286,""taxonomic_status"":""Synonym"",""accepted_id"":""2448731"",""accepted_name_resolved"":""Ulmus hollandica"",""taxon_id"":""3013555""},{""source"":""WFO"",""candidate"":""Ulmus hollandica f. major"",""score"":0.89286,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000416745"",""accepted_name_resolved"":""Ulmus hollandica"",""taxon_id"":""wfo-1200063766""},{""source"":""POWO_WCVP"",""candidate"":""Ulmus hollandica f. belgica"",""score"":0.87727,""taxonomic_status"":""Synonym"",""accepted_id"":""2448731"",""accepted_name_resolved"":""Ulmus hollandica"",""taxon_id"":""3013553""},{""source"":""POWO_WCVP"",""candidate"":""Ulmus hollandica var. major"",""score"":0.87727,""taxonomic_status"":""Synonym"",""accepted_id"":""2448731"",""accepted_name_resolved"":""Ulmus hollandica"",""taxon_id"":""2933643""},{""source"":""WFO"",""candidate"":""Ulmus hollandica f. belgica"",""score"":0.87727,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000416745"",""accepted_name_resolved"":""Ulmus hollandica"",""taxon_id"":""wfo-1200063765""},{""source"":""WFO"",""candidate"":""Ulmus hollandica var. major"",""score"":0.87727,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000416745"",""accepted_name_resolved"":""Ulmus hollandica"",""taxon_id"":""wfo-1200063662""},{""source"":""POWO_WCVP"",""candidate"":""Ulmus hollandica var. vegeta"",""score"":0.87,""taxonomic_status"":""Synonym"",""accepted_id"":""2448731"",""accepted_name_resolved"":""Ulmus hollandica"",""taxon_id"":""2933644""},{""source"":""WFO"",""candidate"":""Ulmus hollandica var. vegeta"",""score"":0.87,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000416745"",""accepted_name_resolved"":""Ulmus hollandica"",""taxon_id"":""wfo-1200063663""}]",False,False,2026-08-19T17:37:55.240334+00:00
2658,PLANTAGINACEAE,Veronica becabunga,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Veronica beccabunga,3,veronica becabunga,,,,,"[{""source"":""ANTHOS"",""candidate"":""Veronica beccabunga"",""score"":0.95889,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:1124115""},{""source"":""POWO_WCVP"",""candidate"":""Veronica beccabunga"",""score"":0.95889,""taxonomic_status"":""Accepted"",""accepted_id"":""2454060"",""accepted_name_resolved"":""Veronica beccabunga"",""taxon_id"":""2454060""},{""source"":""WFO"",""candidate"":""Veronica beccabunga"",""score"":0.95889,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000419789""},{""source"":""POWO_WCVP"",""candidate"":""Veronica beccabunga var. minor"",""score"":0.86573,""taxonomic_status"":""Synonym"",""accepted_id"":""3258681"",""accepted_name_resolved"":""Veronica beccabunga subsp. beccabunga"",""taxon_id"":""2931291""},{""source"":""POWO_WCVP"",""candidate"":""Veronica beccabunga var. nivea"",""score"":0.86573,""taxonomic_status"":""Synonym"",""accepted_id"":""3258681"",""accepted_name_resolved"":""Veronica beccabunga subsp. beccabunga"",""taxon_id"":""2907693""},{""source"":""WFO"",""candidate"":""Veronica beccabunga var. minor"",""score"":0.86573,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-1200036573"",""accepted_name_resolved"":""Veronica beccabunga subsp. beccabunga"",""taxon_id"":""wfo-1200036119""},{""source"":""WFO"",""candidate"":""Veronica beccabunga var. nivea"",""score"":0.86573,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-1200036573"",""accepted_name_resolved"":""Veronica beccabunga subsp. beccabunga"",""taxon_id"":""wfo-1200035827""},{""source"":""POWO_WCVP"",""candidate"":""Veronica beccabunga var. alpina"",""score"":0.85855,""taxonomic_status"":""Synonym"",""accepted_id"":""3258681"",""accepted_name_resolved"":""Veronica beccabunga subsp. beccabunga"",""taxon_id"":""3283359""},{""source"":""POWO_WCVP"",""candidate"":""Veronica beccabunga var. limosa"",""score"":0.85855,""taxonomic_status"":""Synonym"",""accepted_id"":""3258681"",""accepted_name_resolved"":""Veronica beccabunga subsp. beccabunga"",""taxon_id"":""2907689""},{""source"":""WFO"",""candidate"":""Veronica beccabunga var. alpina"",""score"":0.85855,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-1200036573"",""accepted_name_resolved"":""Veronica beccabunga subsp. beccabunga"",""taxon_id"":""wfo-1200037061""},{""source"":""WFO"",""candidate"":""Veronica beccabunga var. limosa"",""score"":0.85855,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-1200036573"",""accepted_name_resolved"":""Veronica beccabunga subsp. beccabunga"",""taxon_id"":""wfo-1200035823""},{""source"":""ANTHOS"",""candidate"":""Veronica beccabunga subsp. beccabunga"",""score"":0.82105,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:1181856""}]",False,False,2026-08-19T17:37:55.240457+00:00
2678,FABACEAE,Vicia amphycarpa,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Vicia amphicarpa,3,vicia amphycarpa,,,,,"[{""source"":""ANTHOS"",""candidate"":""Vicia amphicarpa"",""score"":0.91688,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:88362""},{""source"":""POWO_WCVP"",""candidate"":""Vicia amphicarpa"",""score"":0.91688,""taxonomic_status"":""Synonym"",""accepted_id"":""2872690"",""accepted_name_resolved"":""Vicia sativa subsp. amphicarpa"",""taxon_id"":""2452555""},{""source"":""WFO"",""candidate"":""Vicia amphicarpa"",""score"":0.91688,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000163759""},{""source"":""POWO_WCVP"",""candidate"":""Vicia amphicarpa f. paui"",""score"":0.84115,""taxonomic_status"":""Synonym"",""accepted_id"":""2872689"",""accepted_name_resolved"":""Vicia sativa subsp. nigra"",""taxon_id"":""2931770""},{""source"":""WFO"",""candidate"":""Vicia amphicarpa f. paui"",""score"":0.84115,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000212782"",""accepted_name_resolved"":""Vicia sativa subsp. nigra"",""taxon_id"":""wfo-0001449546""},{""source"":""POWO_WCVP"",""candidate"":""Vicia amphicarpa f. varia"",""score"":0.8325,""taxonomic_status"":""Synonym"",""accepted_id"":""2872689"",""accepted_name_resolved"":""Vicia sativa subsp. nigra"",""taxon_id"":""2931760""},{""source"":""WFO"",""candidate"":""Vicia amphicarpa f. varia"",""score"":0.8325,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000212782"",""accepted_name_resolved"":""Vicia sativa subsp. nigra"",""taxon_id"":""wfo-0001449548""}]",False,False,2026-08-19T17:37:55.240531+00:00
